,tenure,Partner,Dependents,gender,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
199,1,0,1,1,1,0,20.75,20.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
200,27,1,0,0,1,1,101.9,2681.15,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,No
201,14,0,0,0,1,1,80.05,1112.3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,No
202,71,1,1,1,1,0,105.55,7405.5,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,No
203,13,0,1,1,1,1,78.3,1033.95,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,No
204,44,0,0,1,1,0,68.85,2958.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
205,33,0,0,0,1,1,79.95,2684.85,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,No
206,72,1,1,1,0,1,55.45,4179.2,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,No
207,1,0,0,1,1,0,79.9,79.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes
208,19,0,0,0,1,1,106.6,1934.45,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,Yes
209,64,1,0,1,1,1,102.45,6654.1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,No
210,2,0,0,1,1,1,46.0,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes
211,1,0,0,0,0,0,25.25,25.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
212,61,0,1,1,1,0,19.75,1124.2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
213,29,1,1,0,1,0,20.0,540.05,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,No
214,23,1,0,1,1,0,86.8,1975.85,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,No
215,57,1,0,0,0,1,58.75,3437.45,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,No
216,72,1,1,1,0,0,45.25,3139.8,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,No
217,66,1,0,1,0,1,56.6,3789.2,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,No
218,65,1,1,1,1,1,84.2,5324.5,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
219,8,0,0,0,1,1,80.0,624.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No
220,4,0,0,0,1,1,70.15,268.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
221,71,1,0,0,1,0,24.75,1836.9,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
222,1,1,1,1,1,1,20.2,20.2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,No
223,4,1,0,1,1,0,50.05,179.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Yes
224,12,0,0,0,1,1,19.35,219.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,No
225,24,0,0,1,0,1,50.6,1288.75,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,No
226,31,1,1,0,1,1,81.15,2545.75,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,No
227,1,1,0,0,1,0,55.2,55.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Yes
228,30,0,0,1,1,1,89.9,2723.15,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,No
229,47,1,1,0,1,1,85.3,4107.25,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,No
230,54,0,0,1,1,1,108.0,5760.65,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,No
231,50,0,0,1,1,1,93.5,4747.5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,No
232,1,0,0,1,1,1,84.6,84.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Yes
233,72,0,0,0,1,0,20.25,1566.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
234,29,0,0,0,1,0,25.15,702.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,No
235,2,0,0,1,1,1,54.4,114.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
236,10,0,0,0,0,1,29.6,299.05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,No
237,18,1,0,1,1,1,73.15,1305.95,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
238,11,0,0,0,1,1,95.0,1120.3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
239,16,0,0,1,1,0,19.75,284.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
240,72,0,0,0,1,0,86.6,6350.5,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
241,72,0,0,1,1,0,109.2,7878.3,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
242,41,1,1,0,1,1,74.7,3187.65,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,No
243,65,1,0,0,1,0,94.4,6126.15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,No
244,13,0,0,0,1,1,54.8,731.3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,No
245,4,0,0,1,1,0,75.35,273.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
246,41,0,0,1,1,0,65.0,2531.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,No
247,15,0,0,1,1,1,74.4,1074.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
248,1,0,0,1,1,1,48.55,48.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
249,42,0,0,1,1,1,99.0,4298.45,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,No
250,51,1,0,0,1,1,93.5,4619.55,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,No
251,2,1,1,0,1,0,70.4,147.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
252,1,1,0,1,0,0,40.2,40.2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Yes
253,32,0,1,1,1,0,83.7,2633.3,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,No
254,10,0,0,1,1,1,19.85,193.05,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
255,67,1,1,0,0,1,59.55,4103.9,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,No
256,61,1,1,0,1,0,115.1,7008.15,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
257,50,0,0,1,1,0,114.35,5791.1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,No
258,2,1,0,0,1,1,44.6,80.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes
259,29,1,0,0,0,1,45.0,1228.65,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,No
260,3,0,0,1,0,1,41.15,132.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Yes
261,13,0,0,1,1,1,106.9,1364.3,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
262,57,1,0,1,1,1,89.85,4925.35,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,No
263,31,0,0,0,0,1,49.85,1520.1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,No
264,45,1,0,0,1,0,113.3,5032.25,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,No
265,61,1,1,0,1,0,88.1,5526.75,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,No
266,50,0,0,1,1,0,24.9,1195.25,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
267,19,0,0,0,1,1,105.0,2007.25,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,No
268,59,0,0,1,1,0,19.35,1099.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,Yes
269,71,1,0,0,1,1,24.25,1732.95,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
270,16,0,0,0,1,1,94.45,1511.2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,Yes
271,57,1,0,1,1,1,59.75,3450.15,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,No
272,1,0,0,1,0,0,24.8,24.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
273,20,1,0,1,1,0,107.05,2172.05,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,No
274,1,0,0,1,1,0,70.6,70.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
275,5,1,0,1,1,1,85.4,401.1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Yes
276,52,1,0,0,1,1,105.05,5624.85,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
277,21,1,0,1,1,1,64.95,1339.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
278,14,0,0,1,0,1,55.0,771.95,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,No
279,5,0,0,0,1,0,50.55,244.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
280,6,0,0,0,1,0,55.15,322.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No
281,10,0,0,0,1,0,51.2,498.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,No
282,1,0,1,0,1,0,25.4,25.4,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
283,68,0,0,0,1,0,54.45,3687.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
284,18,1,1,1,1,0,95.15,1779.95,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,Yes
285,22,0,0,0,1,1,76.0,1783.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,No
286,20,0,0,0,1,1,44.35,927.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
287,1,1,0,1,1,0,70.0,70.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
288,8,0,0,1,1,1,74.5,606.55,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
289,10,0,0,1,1,1,44.85,435.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes
290,24,0,0,1,1,1,76.1,1712.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
291,35,0,0,1,1,0,61.2,2021.2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,No
292,23,1,1,1,1,0,86.8,1940.8,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,No
293,6,0,0,0,1,1,89.35,567.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,No
294,12,0,0,0,1,0,19.7,220.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
295,1,0,0,1,1,0,20.25,20.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
296,71,1,1,0,1,0,76.05,5436.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,No
297,35,1,0,1,1,1,100.8,3437.5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,No
298,40,1,1,1,1,1,74.55,3015.75,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,No
299,1,0,1,0,1,1,73.6,73.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
300,23,0,0,1,1,1,64.9,1509.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,No
301,4,0,0,0,1,1,95.45,396.1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
302,4,0,0,1,1,1,90.4,356.65,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,No
303,68,1,1,0,0,0,60.3,4109.0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
304,38,0,1,1,1,1,81.85,3141.7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No
305,52,1,1,1,1,0,24.8,1229.1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
306,32,1,0,1,1,1,74.9,2303.35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
307,29,1,1,1,1,0,75.55,2054.4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,No
308,38,1,1,1,1,0,101.15,3741.85,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,No
309,48,0,1,1,1,1,78.75,3682.45,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,No
310,1,0,0,0,1,1,19.25,19.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,No
311,22,0,0,0,1,1,89.05,1886.25,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,No
312,43,0,0,0,1,0,115.05,4895.1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
313,5,1,0,0,1,1,69.35,341.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
314,5,0,0,1,1,1,80.6,415.55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Yes
315,51,1,1,1,1,0,110.05,5686.4,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,No
316,71,0,0,1,1,1,19.9,1355.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
317,38,1,1,0,1,0,80.3,3058.65,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,Yes
318,24,1,0,1,1,1,93.15,2231.05,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
319,35,1,0,1,1,1,91.5,3236.35,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,No
320,54,0,0,0,1,0,82.45,4350.1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,Yes
321,72,1,1,0,0,1,60.0,4264.0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,No
322,1,0,0,1,1,1,44.8,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
323,9,1,1,0,1,0,48.6,422.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
324,69,0,0,1,0,1,60.05,4176.7,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,No
325,52,1,0,0,1,1,102.7,5138.1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,No
326,11,1,0,0,1,1,82.9,880.05,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,No
327,2,0,0,0,1,1,70.35,139.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
328,28,1,1,0,0,1,35.9,973.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,No
329,17,0,0,0,1,1,82.65,1470.05,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,No
330,35,1,1,0,1,1,19.85,739.35,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
331,8,0,0,0,1,1,19.2,161.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
332,46,0,0,1,1,1,94.9,4422.95,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,No
333,7,0,0,0,1,1,73.85,511.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
334,2,0,0,0,1,0,80.6,155.8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Yes
335,68,1,1,1,1,1,75.8,5293.95,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,Yes
336,43,0,0,0,1,1,104.6,4759.85,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,Yes
337,68,0,0,0,1,1,88.15,6148.45,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,No
338,36,0,0,0,1,1,94.8,3565.65,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,No
339,63,1,0,1,1,1,103.4,6603.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
340,32,0,0,0,1,0,54.65,1830.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No
341,71,1,0,0,1,0,85.75,6223.8,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
342,66,1,1,0,1,1,67.45,4508.65,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No
343,63,0,0,1,1,0,20.5,1328.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
344,41,0,1,0,1,1,20.25,865.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,No
345,1,0,0,0,1,1,72.1,72.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
346,2,0,0,0,1,1,90.4,168.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
347,70,1,0,0,1,0,19.45,1303.5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
348,23,0,0,0,0,1,44.95,996.85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,No
349,64,1,0,0,1,0,97.0,6430.9,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,No
350,37,1,1,1,1,1,62.8,2278.75,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,No
351,17,0,1,1,1,0,44.6,681.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
352,7,0,0,0,1,1,89.15,574.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,No
353,4,1,1,1,1,1,84.8,371.9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes
354,21,0,0,0,0,1,41.9,840.1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Yes
355,10,0,0,0,1,1,80.25,846.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
356,16,0,0,0,1,1,54.1,889.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
357,64,1,0,1,1,1,105.25,6823.4,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,No
358,27,1,0,1,0,0,30.75,805.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes
359,42,1,1,1,1,0,97.1,4016.75,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,No
360,5,0,1,1,1,0,20.2,83.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
361,41,0,0,0,1,1,98.8,3959.15,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,No
362,58,1,0,1,1,0,50.3,2878.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,No
363,47,0,0,0,1,1,20.55,945.7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
364,18,0,0,1,1,1,75.9,1373.05,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No
365,5,0,0,1,1,0,96.5,492.55,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Yes
366,23,1,0,1,1,1,59.95,1406.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
367,1,0,0,0,1,0,19.15,19.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
368,71,1,0,1,1,1,98.65,6962.85,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,No
369,72,1,1,1,1,1,112.6,8126.65,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
370,33,1,1,1,1,0,20.6,690.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
371,2,0,0,1,1,1,85.65,181.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Yes
372,24,0,1,1,0,0,35.75,830.8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,No
373,56,1,1,0,1,1,99.75,5608.4,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,No
374,37,0,0,1,1,1,96.1,3646.8,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,No
375,43,0,0,0,1,0,85.1,3662.25,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,No
376,1,0,0,1,0,0,25.35,25.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
377,25,1,0,0,1,1,104.95,2566.5,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,Yes
378,61,0,0,0,1,0,89.65,5308.7,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,No
379,17,0,0,1,1,0,86.75,1410.25,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,No
380,41,1,0,0,1,1,86.2,3339.05,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,No
381,1,0,0,1,1,0,50.65,50.65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
382,72,1,1,1,0,1,64.8,4732.35,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
383,1,0,0,1,1,1,90.85,90.85,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Yes
384,48,0,0,1,1,1,108.1,5067.45,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,No
385,11,1,0,1,1,0,19.95,214.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,Yes
386,55,1,0,0,1,1,85.45,4874.7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Yes
387,42,0,0,0,0,1,54.75,2348.45,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,No
388,44,0,0,1,1,1,90.4,4063.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,No
389,1,0,1,1,1,0,44.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
390,27,0,0,0,1,1,95.6,2595.25,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,No
391,27,1,0,1,1,1,84.8,2309.55,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,No
392,2,0,0,0,1,1,44.3,89.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
393,19,0,0,0,1,0,19.9,367.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
394,42,1,0,0,1,1,95.05,3944.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,No
395,66,0,0,0,1,1,90.05,5965.95,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
396,33,1,0,1,1,1,109.9,3694.7,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,No
397,34,0,0,0,1,1,73.95,2524.45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes
398,33,0,0,1,0,1,54.6,1803.7,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,No
399,23,1,1,0,1,0,20.05,415.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
400,32,0,0,0,1,0,19.75,624.15,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,No
401,11,0,0,0,1,0,20.05,237.7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,No
402,69,1,1,1,1,1,99.45,7007.6,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,Yes
